ID,connected
532,0
533,1
534,1
535,1
536,1
537,1
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,1
548,0
549,1
550,0
551,0
552,0
553,0
554,1
555,0
556,0
557,0
558,0
559,1
560,0
561,0
562,0
563,1
564,1
565,1
566,1
567,0
568,1
569,0
570,0
571,0
572,0
573,1
574,0
575,0
576,1
577,1
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,1
586,1
587,0
588,0
589,0
590,1
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,1
602,1
603,0
604,0
605,0
606,0
607,0
608,1
609,0
610,0
611,1
612,1
613,1
614,1
615,1
616,0
617,0
618,1
619,1
620,0
621,0
622,0
623,1
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,1
632,0
633,0
634,0
635,0
636,1
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,1
645,0
646,0
647,0
648,1
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,1
672,1
673,1
674,0
675,1
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,1
687,1
688,0
689,0
690,1
691,1
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,1
704,0
705,0
706,0
707,0
708,1
709,0
710,0
711,0
712,1
713,0
714,0
715,1
716,1
717,0
718,1
719,1
720,0
721,1
722,0
723,0
724,1
725,1
726,1
727,1
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,1
736,0
737,1
738,0
739,0
740,0
741,1
742,1
743,0
744,0
745,0
746,0
747,1
748,0
749,0
750,1
751,1
752,0
753,0
754,1
755,0
756,0
757,1
758,0
759,1
760,0
761,0
762,1
763,0
764,1
765,0
766,0
767,0
768,1
769,0
770,0
771,0
772,0
773,0
774,1
775,1
776,0
777,0
778,1
779,1
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,1
792,0
793,0
794,0
795,0
796,1
797,1
798,1
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,1
807,1
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,1
822,1
823,0
824,0
825,0
826,1
827,0
828,1
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,1
838,0
839,1
840,0
841,1
842,1
843,1
844,0
845,0
846,0
847,0
848,1
849,1
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,1
859,0
860,0
861,1
862,1
863,0
864,0
865,0
866,0
867,1
868,1
869,1
870,0
871,0
872,0
873,1
874,1
875,1
876,0
877,0
878,0
879,0
880,0
881,1
882,0
883,0
884,1
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,1
905,0
906,1
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,1
918,0
919,1
920,1
921,1
922,0
923,0
924,0
925,1
926,0
927,1
928,0
929,0
930,0
931,0
932,0
933,0
934,1
935,0
936,0
937,0
938,0
939,1
940,1
941,0
942,1
943,0
944,0
945,0
946,0
947,1
948,1
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,1
958,1
959,0
960,0
961,1
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,1
980,1
981,1
982,1
983,0
984,1
985,0
986,0
987,1
988,1
989,0
990,0
991,1
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,1
1004,0
1005,0
1006,1
1007,0
1008,0
1009,0
1010,0
1011,0
1012,1
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,1
1021,0
1022,0
1023,1
1024,0
1025,1
1026,1
1027,1
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,1
1035,1
1036,1
1037,1
1038,0
1039,0
1040,0
1041,1
1042,1
1043,1
1044,0
1045,0
1046,0
1047,0
1048,1
1049,0
1050,1
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,1
1058,1
1059,0
1060,1
1061,0
1062,1
1063,0
1064,1
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,1
1077,1
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,1
1086,1
1087,0
1088,0
1089,0
1090,0
1091,1
1092,1
1093,1
1094,0
1095,0
1096,1
1097,0
1098,0
1099,0
1100,1
1101,0
1102,0
1103,1
1104,1
1105,1
1106,1
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,1
1120,0
1121,1
1122,0
1123,1
1124,0
1125,0
1126,1
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,1
1134,0
1135,0
1136,1
1137,0
1138,0
1139,1
1140,1
1141,0
1142,0
1143,0
1144,1
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,1
1155,1
1156,1
1157,0
1158,0
1159,0
1160,1
1161,1
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,1
1169,0
1170,1
1171,0
1172,1
1173,1
1174,1
1175,0
1176,0
1177,0
1178,0
1179,0
1180,1
1181,1
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,1
1189,0
1190,0
1191,0
1192,0
1193,0
1194,1
1195,0
1196,0
1197,0
1198,1
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,1
1209,0
1210,0
1211,0
1212,0
1213,0
1214,1
1215,1
1216,0
1217,0
1218,0
1219,0
1220,0
1221,1
1222,1
1223,0
1224,1
1225,0
1226,1
1227,0
1228,0
1229,0
1230,0
1231,0
1232,1
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,1
1240,0
1241,0
1242,0
1243,0
1244,1
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,1
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,1
1272,0
1273,0
1274,1
1275,0
1276,1
1277,0
1278,0
1279,0
1280,0
1281,0
1282,1
1283,0
1284,0
1285,1
1286,0
1287,1
1288,1
1289,0
1290,1
1291,0
1292,1
1293,1
1294,0
1295,0
1296,1
1297,1
1298,0
1299,0
1300,0
1301,0
1302,1
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,1
1315,1
1316,1
1317,1
1318,0
1319,0
1320,0
1321,0
1322,0
1323,1
1324,1
1325,0
1326,1
1327,1
1328,1
1329,1
1330,1
1331,0
1332,1
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,1
1340,1
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,1
1352,0
1353,0
1354,1
1355,0
1356,1
1357,0
1358,1
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,1
1366,0
1367,0
1368,0
1369,0
1370,0
1371,1
1372,1
1373,0
1374,0
1375,1
1376,0
1377,0
1378,0
1379,0
1380,1
1381,0
1382,0
1383,0
1384,1
1385,1
1386,1
1387,1
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,1
1399,1
1400,0
1401,0
1402,1
1403,0
1404,0
1405,1
1406,0
1407,0
1408,1
1409,0
1410,1
1411,0
1412,1
1413,0
1414,0
1415,1
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,1
1442,1
1443,0
1444,1
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,1
1453,1
1454,0
1455,0
1456,0
1457,0
1458,1
1459,0
1460,0
1461,0
1462,0
1463,1
1464,1
1465,0
1466,0
1467,1
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,1
1483,1
1484,0
1485,0
1486,0
1487,0
1488,1
1489,0
1490,1
1491,0
1492,0
1493,0
1494,0
1495,0
1496,1
1497,1
1498,0
1499,0
1500,1
1501,0
1502,0
1503,1
1504,0
1505,0
1506,0
1507,0
1508,1
1509,0
1510,0
1511,0
1512,1
1513,1
1514,1
1515,0
1516,1
1517,1
1518,0
1519,0
1520,0
1521,1
1522,1
1523,0
1524,1
1525,0
1526,0
1527,1
1528,1
1529,1
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,1
1538,1
1539,1
1540,0
1541,0
1542,1
1543,0
1544,0
1545,1
1546,0
1547,1
1548,0
1549,0
1550,0
1551,0
1552,1
1553,1
1554,1
1555,0
1556,1
1557,0
1558,0
1559,1
1560,0
1561,0
1562,0
1563,0
1564,1
1565,1
1566,1
1567,1
1568,0
1569,0
1570,1
1571,0
1572,0
1573,0
1574,0
1575,1
1576,0
1577,0
1578,0
1579,0
1580,1
1581,1
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,1
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,1
1601,0
1602,0
1603,0
1604,0
1605,1
1606,0
1607,0
1608,0
1609,0
1610,1
1611,0
1612,1
1613,1
1614,0
1615,0
1616,1
1617,1
1618,0
1619,1
1620,1
1621,1
1622,0
1623,0
1624,0
1625,0
1626,1
1627,1
1628,0
1629,0
1630,0
1631,1
1632,0
1633,1
1634,0
1635,0
1636,1
1637,0
1638,0
1639,1
1640,1
1641,0
1642,0
1643,0
1644,1
1645,0
1646,0
1647,0
1648,0
1649,0
1650,1
1651,1
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,1
1663,1
1664,1
1665,0
1666,0
1667,1
1668,0
1669,0
1670,0
1671,0
1672,0
1673,1
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,1
1682,0
1683,0
1684,1
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,1
1694,1
1695,1
1696,1
1697,0
1698,0
1699,0
1700,1
1701,1
1702,0
1703,0
1704,0
1705,1
1706,0
1707,0
1708,0
1709,0
1710,1
1711,1
1712,0
1713,1
1714,0
1715,0
1716,0
1717,0
1718,1
1719,1
1720,0
1721,0
1722,0
1723,1
1724,0
1725,1
1726,1
1727,1
1728,1
1729,1
1730,0
1731,0
1732,0
1733,1
1734,0
1735,0
1736,1
1737,0
1738,0
1739,1
1740,0
1741,0
1742,0
1743,0
1744,1
1745,1
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,1
1753,0
1754,1
1755,0
1756,1
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,1
1767,0
1768,0
1769,1
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,1
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,1
1786,1
1787,0
1788,0
1789,0
1790,0
1791,0
1792,1
1793,1
1794,0
1795,1
1796,1
1797,1
1798,1
1799,1
1800,0
1801,0
1802,0
1803,0
1804,0
1805,1
1806,1
1807,0
1808,0
1809,0
1810,1
1811,0
1812,0
1813,0
1814,0
1815,1
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,1
1825,0
1826,0
1827,0
1828,0
1829,0
1830,1
1831,0
1832,0
1833,0
1834,1
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,1
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,1
1851,0
1852,0
1853,0
1854,0
1855,1
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,1
1866,1
1867,1
1868,0
1869,0
1870,1
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,1
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,1
1892,0
1893,1
1894,0
1895,0
1896,0
1897,1
1898,1
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,1
1909,0
1910,0
1911,1
1912,0
1913,0
1914,0
1915,1
1916,1
1917,0
1918,0
1919,0
1920,1
1921,0
1922,0
1923,1
1924,0
1925,0
1926,1
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,1
1938,0
1939,0
1940,0
1941,0
1942,1
1943,1
1944,1
1945,1
1946,1
1947,0
1948,0
1949,0
1950,0
1951,1
1952,1
1953,0
1954,0
1955,1
1956,0
1957,0
1958,1
1959,0
1960,1
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,1
1970,1
1971,1
1972,0
1973,0
1974,1
1975,0
1976,1
1977,1
1978,1
1979,1
1980,0
1981,1
1982,1
1983,0
1984,1
1985,1
1986,1
1987,0
1988,1
1989,0
1990,0
1991,0
1992,1
1993,0
1994,0
1995,1
1996,0
1997,0
1998,1
1999,1
2000,0
2001,0
2002,1
2003,0
2004,1
2005,1
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,1
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,1
2023,1
2024,1
2025,0
2026,1
2027,0
2028,1
2029,0
2030,0
2031,1
2032,1
2033,0
2034,1
2035,1
2036,1
2037,0
2038,0
2039,0
2040,1
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,1
2050,1
2051,0
2052,1
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,1
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,1
2072,1
2073,0
2074,0
2075,1
2076,1
2077,0
2078,0
2079,0
2080,1
2081,0
2082,0
2083,0
2084,0
2085,1
2086,1
2087,0
2088,0
2089,1
2090,1
2091,0
2092,0
2093,1
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,1
2111,0
2112,0
2113,1
2114,1
2115,0
2116,1
2117,1
2118,1
2119,1
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,1
2130,0
2131,0
2132,1
2133,1
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,1
2148,0
2149,0
2150,0
2151,0
2152,0
2153,0
2154,1
2155,1
2156,1
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,1
2165,0
2166,0
2167,0
2168,0
2169,0
2170,1
2171,1
2172,0
2173,1
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,0
2193,0
2194,0
2195,1
2196,1
2197,1
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,1
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,1
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,1
2231,1
2232,1
2233,1
2234,0
2235,1
2236,0
2237,0
2238,0
2239,0
2240,0
2241,1
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,1
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,1
2262,1
2263,0
2264,0
2265,0
2266,1
2267,1
2268,0
2269,0
2270,0
2271,0
2272,0
2273,1
2274,1
2275,1
2276,1
2277,0
2278,1
2279,1
2280,1
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,1
2294,1
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,1
2303,0
2304,1
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,1
2325,1
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,0
2338,1
2339,1
2340,1
2341,0
2342,0
2343,0
2344,0
2345,0
2346,1
2347,1
2348,0
2349,1
2350,1
2351,0
2352,1
2353,1
2354,0
2355,1
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,1
2396,0
2397,0
2398,1
2399,1
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0
2408,1
2409,1
2410,0
2411,0
2412,0
2413,0
2414,0
2415,1
2416,0
2417,1
2418,1
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,1
2432,0
2433,0
2434,0
2435,0
2436,0
2437,1
2438,1
2439,0
2440,1
2441,0
2442,1
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,1
2458,0
2459,0
2460,1
2461,1
2462,1
2463,0
2464,1
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,1
2481,1
2482,0
2483,0
2484,1
2485,0
2486,1
2487,1
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,1
2495,0
2496,0
2497,0
2498,0
2499,1
2500,1
2501,1
2502,1
2503,0
2504,1
2505,1
2506,1
2507,1
2508,0
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,1
2522,1
2523,1
2524,0
2525,0
2526,0
2527,0
2528,0
2529,0
2530,0
2531,0
2532,0
2533,1
2534,0
2535,0
2536,1
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,1
2554,1
2555,0
2556,0
2557,0
2558,0
2559,1
2560,0
2561,1
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,1
2574,1
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,1
2590,0
2591,1
2592,0
2593,0
2594,1
2595,0
2596,1
2597,1
2598,1
2599,0
2600,0
2601,1
2602,0
2603,0
2604,0
2605,1
2606,1
2607,1
2608,1
2609,0
2610,1
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,1
2620,0
2621,0
2622,1
2623,1
2624,0
2625,0
2626,1
2627,1
2628,1
2629,1
2630,0
2631,1
2632,1
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,1
2658,0
2659,0
2660,0
2661,1
2662,1
2663,1
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,1
2684,0
2685,0
2686,1
2687,1
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,1
2710,0
2711,0
2712,0
2713,1
2714,0
2715,1
2716,1
2717,0
2718,1
2719,0
2720,0
2721,0
2722,0
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,1
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,1
2741,0
2742,0
2743,1
2744,1
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,1
2755,1
2756,1
2757,0
2758,0
2759,0
2760,1
2761,0
2762,0
2763,0
2764,0
2765,0
2766,1
2767,0
2768,1
2769,1
2770,0
2771,0
2772,1
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,1
2781,0
2782,1
2783,1
2784,0
2785,1
2786,0
2787,0
2788,1
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,1
2798,1
2799,1
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,1
2808,0
2809,0
2810,0
2811,1
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,1
2820,1
2821,1
2822,1
2823,1
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,1
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,1
2855,0
2856,1
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,1
2868,0
2869,0
2870,0
2871,0
2872,0
2873,1
2874,0
2875,0
2876,0
2877,0
2878,1
2879,0
2880,1
2881,0
2882,0
2883,0
2884,0
2885,0
2886,1
2887,0
2888,0
2889,0
2890,0
2891,0
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,1
2899,1
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,1
2909,1
2910,1
2911,0
2912,0
2913,1
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,1
2923,0
2924,0
2925,0
2926,0
2927,0
2928,1
2929,1
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,0
2945,0
2946,1
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,1
2955,1
2956,0
2957,0
2958,0
2959,0
2960,0
2961,0
2962,1
2963,1
2964,0
2965,0
2966,1
2967,1
2968,0
2969,0
2970,0
2971,1
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,1
2979,1
2980,1
2981,1
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,0
2994,0
2995,1
2996,0
